Date,Tournament,Surface,Rd,Rk,vRk,meta_info,Score,Observed Player Name,Opponent Player Name,Observed Player W/L,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
24‑Feb‑2020,Acapulco,Hard,QF,2,76,(1)Nadal d. Soon Woo Kwon [KOR],6-2 6-1,Rafael Nadal,Soon Woo Kwon,W,,1.71,8.8%,3.5%,56.1%,75.0%,64.0%,8/8,1:31
24‑Feb‑2020,Acapulco,Hard,R16,2,50,(1)Nadal d. Miomir Kecmanovic [SRB],6-2 7-5,Rafael Nadal,Miomir Kecmanovic,W,,1.40,5.1%,5.1%,54.2%,81.3%,44.4%,1/3,1:35
24‑Feb‑2020,Acapulco,Hard,R32,2,54,(1)Nadal d. Pablo Andujar [ESP],6-3 6-2,Rafael Nadal,Pablo Andujar,W,,1.55,8.2%,4.1%,59.2%,72.4%,55.0%,2/4,1:30
20‑Jan‑2020,Australian Open,Hard,QF,1,5,(5)Dominic Thiem [AUT] d. (1)Nadal,7-6(3) 7-6(4) 4-6 7-6(6),Rafael Nadal,Dominic Thiem,L,(ch),0.92,7.3%,2.0%,69.5%,68.6%,52.2%,5/8,4:10
20‑Jan‑2020,Australian Open,Hard,R16,1,26,(1)Nadal d. (23)Nick Kyrgios [AUS],6-3 3-6 7-6(6) 7-6(4),Rafael Nadal,Nick Kyrgios,W,(ch),1.59,10.0%,3.3%,65.0%,84.6%,64.3%,1/3,3:38
20‑Jan‑2020,Australian Open,Hard,R32,1,30,(1)Nadal d. (27)Pablo Carreno Busta [ESP],6-1 6-2 6-4,Rafael Nadal,Pablo Carreno Busta,W,(ch),2.66,14.5%,0.0%,62.9%,87.2%,78.3%,0/0,1:38
20‑Jan‑2020,Australian Open,Hard,R64,1,76,(1)Nadal d. Federico Delbonis [ARG],6-3 7-6(4) 6-1,Rafael Nadal,Federico Delbonis,W,,1.90,9.0%,1.1%,68.5%,85.2%,60.7%,0/0,2:30
20‑Jan‑2020,Australian Open,Hard,R128,1,73,(1)Nadal d. Hugo Dellien [BOL],6-2 6-3 6-0,Rafael Nadal,Hugo Dellien,W,,1.63,7.0%,7.0%,62.0%,70.5%,59.3%,3/5,2:02
6‑Jan‑2020,Atp Cup,Hard,F,1,2,Novak Djokovic [SRB] d. Nadal,6-2 7-6(4),Rafael Nadal,Novak Djokovic,L,(ch),0.61,7.1%,4.3%,72.9%,76.5%,31.6%,6/8,1:55
6‑Jan‑2020,Atp Cup,Hard,SF,1,18,Nadal d. Alex De Minaur [AUS],4-6 7-5 6-1,Rafael Nadal,Alex De Minaur,W,,1.21,6.0%,3.6%,72.6%,78.7%,43.5%,1/3,2:13
6‑Jan‑2020,Atp Cup,Hard,QF,1,11,David Goffin [BEL] d. Nadal,6-4 7-6(3),Rafael Nadal,David Goffin,L,,0.94,4.9%,4.9%,62.2%,66.7%,48.4%,11/14,2:23
6‑Jan‑2020,Atp Cup,Hard,RR,1,72,Nadal d. Yoshihito Nishioka [JPN],7-6(4) 6-4,Rafael Nadal,Yoshihito Nishioka,W,,1.23,9.2%,3.9%,63.2%,68.8%,64.3%,6/8,2:07
6‑Jan‑2020,Atp Cup,Hard,RR,1,26,Nadal d. Nikoloz Basilashvili [GEO],6-3 7-5,Rafael Nadal,Nikoloz Basilashvili,W,,1.54,3.6%,3.6%,62.5%,74.3%,57.1%,2/5,1:49
6‑Jan‑2020,Atp Cup,Hard,RR,1,45,Nadal d. Pablo Cuevas [URU],6-2 6-1,Rafael Nadal,Pablo Cuevas,W,,2.49,13.6%,2.3%,61.4%,88.9%,64.7%,1/1,1:13
24‑Nov‑2019,Davis Cup Finals F: CAN vs ESP,Hard,RR,1,15,Nadal d. Denis Shapovalov [CAN],6-3 7-6(7),Rafael Nadal,Denis Shapovalov,W,,1.43,9.5%,1.4%,68.9%,82.4%,56.5%,1/1,1:55
23‑Nov‑2019,Davis Cup Finals SF: GBR vs ESP,Hard,RR,1,42,Nadal d. Daniel Evans [GBR],6-4 6-0,Rafael Nadal,Daniel Evans,W,,2.13,19.6%,0.0%,63.0%,82.8%,64.7%,0/0,1:25
22‑Nov‑2019,Davis Cup Finals QF: ARG vs ESP,Hard,RR,1,14,Nadal d. Diego Schwartzman [ARG],6-1 6-2,Rafael Nadal,Diego Schwartzman,W,,3.17,21.1%,0.0%,60.5%,95.7%,66.7%,0/0,1:00
20‑Nov‑2019,Davis Cup Finals RR: CRO vs ESP,Hard,RR,1,280,Nadal d. Borna Gojo [CRO],6-4 6-3,Rafael Nadal,Borna Gojo,W,,4.44,15.0%,2.5%,72.5%,93.1%,81.8%,0/0,1:25
19‑Nov‑2019,Davis Cup Finals RR: ESP vs RUS,Hard,RR,1,17,Nadal d. Karen Khachanov [RUS],6-3 7-6(7),Rafael Nadal,Karen Khachanov,W,,1.04,13.4%,1.2%,67.1%,72.7%,51.9%,2/2,2:10
11‑Nov‑2019,Tour Finals,Hard,RR,1,4,(1)Nadal d. (4)Daniil Medvedev [RUS],6-7(3) 6-3 7-6(4),Rafael Nadal,Daniil Medvedev,W,(ch),1.04,3.7%,1.9%,64.5%,72.5%,57.9%,4/6,2:46
11‑Nov‑2019,Tour Finals,Hard,RR,1,6,(1)Nadal d. (6)Stefanos Tsitsipas [GRE],6-7(4) 6-4 7-5,Rafael Nadal,Stefanos Tsitsipas,W,(ch),1.35,6.5%,3.2%,65.6%,85.2%,56.3%,0/0,2:52
11‑Nov‑2019,Tour Finals,Hard,RR,1,7,(7)Alexander Zverev [GER] d. (1)Nadal,6-2 6-4,Rafael Nadal,Alexander Zverev,L,(ch),0.54,8.3%,0.0%,61.7%,62.2%,43.5%,1/4,1:24
28‑Oct‑2019,Paris Masters,Hard,SF,2,28,Denis Shapovalov [CAN] d. (2)Nadal,W/O,Rafael Nadal,Denis Shapovalov,L,,,,,,,,,
28‑Oct‑2019,Paris Masters,Hard,QF,2,35,(2)Nadal d. (WC)Jo Wilfried Tsonga [FRA],7-6(4) 6-1,Rafael Nadal,Jo Wilfried Tsonga,W,(ch),1.60,12.1%,1.7%,69.0%,92.5%,44.4%,0/0,1:35
28‑Oct‑2019,Paris Masters,Hard,R16,2,16,(2)Nadal d. (16)Stan Wawrinka [SUI],6-4 6-4,Rafael Nadal,Stan Wawrinka,W,,1.08,6.5%,1.6%,62.9%,76.9%,60.9%,2/2,1:27
28‑Oct‑2019,Paris Masters,Hard,R32,2,43,(2)Nadal d. (WC)Adrian Mannarino [FRA],7-5 6-4,Rafael Nadal,Adrian Mannarino,W,,1.66,13.1%,0.0%,70.5%,76.7%,77.8%,0/0,1:48
20‑Sep‑2019,Laver Cup,Hard,RR,2,24,Nadal d. Milos Raonic [CAN],6-3 7-6(1),Rafael Nadal,Milos Raonic,W,(ch),,,,,,,,
26‑Aug‑2019,US Open,Hard,F,2,5,(2)Nadal d. (5)Daniil Medvedev [RUS],7-5 6-3 5-7 4-6 6-4,Rafael Nadal,Daniil Medvedev,W,(ch),1.17,3.1%,3.1%,58.5%,77.4%,51.5%,10/15,4:50
26‑Aug‑2019,US Open,Hard,SF,2,25,(2)Nadal d. (24)Matteo Berrettini [ITA],7-6(6) 6-4 6-1,Rafael Nadal,Matteo Berrettini,W,(ch),2.40,5.3%,5.3%,54.7%,90.2%,73.5%,0/0,2:35
26‑Aug‑2019,US Open,Hard,QF,2,21,(2)Nadal d. (20)Diego Schwartzman [ARG],6-4 7-5 6-2,Rafael Nadal,Diego Schwartzman,W,(ch),1.27,5.5%,1.1%,62.6%,70.2%,50.0%,6/10,2:47
26‑Aug‑2019,US Open,Hard,R16,2,23,(2)Nadal d. (22)Marin Cilic [CRO],6-3 3-6 6-1 6-2,Rafael Nadal,Marin Cilic,W,,1.41,11.8%,6.5%,57.0%,83.0%,47.5%,1/3,2:49
26‑Aug‑2019,US Open,Hard,R32,2,170,(2)Nadal d. (Q)Hyeon Chung [KOR],6-3 6-4 6-2,Rafael Nadal,Hyeon Chung,W,,1.89,5.6%,1.4%,50.7%,88.9%,68.6%,0/0,1:59
26‑Aug‑2019,US Open,Hard,R64,2,203,(2)Nadal d. Thanasi Kokkinakis [AUS],W/O,Rafael Nadal,Thanasi Kokkinakis,W,,,,,,,,,
26‑Aug‑2019,US Open,Hard,R128,2,60,(2)Nadal d. John Millman [AUS],6-3 6-2 6-2,Rafael Nadal,John Millman,W,,1.54,7.8%,3.9%,57.1%,79.5%,57.6%,3/3,2:08
5‑Aug‑2019,Canada Masters,Hard,F,2,9,(1)Nadal d. (8)Daniil Medvedev [RUS],6-3 6-0,Rafael Nadal,Daniil Medvedev,W,(ch),2.05,0.0%,2.2%,71.7%,81.8%,61.5%,1/1,1:10
5‑Aug‑2019,Canada Masters,Hard,SF,2,20,(1)Nadal d. (16)Gael Monfils [FRA],W/O,Rafael Nadal,Gael Monfils,W,,,,,,,,,
5‑Aug‑2019,Canada Masters,Hard,QF,2,11,(1)Nadal d. (7)Fabio Fognini [ITA],2-6 6-1 6-2,Rafael Nadal,Fabio Fognini,W,,1.31,10.0%,1.4%,57.1%,87.5%,36.7%,3/5,1:57
5‑Aug‑2019,Canada Masters,Hard,R16,2,24,(1)Nadal d. Guido Pella [ARG],6-3 6-4,Rafael Nadal,Guido Pella,W,,1.27,11.1%,3.2%,65.1%,78.0%,50.0%,2/3,1:41
5‑Aug‑2019,Canada Masters,Hard,R32,2,53,(1)Nadal d. (Q)Daniel Evans [GBR],7-6(6) 6-4,Rafael Nadal,Daniel Evans,W,,1.24,10.4%,1.5%,58.2%,79.5%,60.7%,0/2,2:01
1‑Jul‑2019,Wimbledon,Grass,SF,2,3,(2)Roger Federer [SUI] d. (3)Nadal,7-6(3) 1-6 6-3 6-4,Rafael Nadal,Roger Federer,L,(ch),0.85,7.9%,3.1%,63.8%,74.1%,47.8%,8/10,3:02
1‑Jul‑2019,Wimbledon,Grass,QF,2,65,(3)Nadal d. Sam Querrey [USA],7-5 6-2 6-2,Rafael Nadal,Sam Querrey,W,,1.52,10.9%,2.2%,59.8%,81.8%,54.1%,6/7,2:07
1‑Jul‑2019,Wimbledon,Grass,R16,2,69,(3)Nadal d. Joao Sousa [POR],6-2 6-2 6-2,Rafael Nadal,Joao Sousa,W,(ch),2.22,8.2%,4.9%,57.4%,85.7%,69.2%,0/0,1:45
1‑Jul‑2019,Wimbledon,Grass,R32,2,72,(3)Nadal d. Jo Wilfried Tsonga [FRA],6-2 6-3 6-2,Rafael Nadal,Jo Wilfried Tsonga,W,(ch),2.88,17.5%,1.6%,69.8%,88.6%,73.7%,0/0,1:48
1‑Jul‑2019,Wimbledon,Grass,R64,2,43,(3)Nadal d. Nick Kyrgios [AUS],6-3 3-6 7-6(5) 7-6(3),Rafael Nadal,Nick Kyrgios,W,(ch),1.36,8.7%,1.7%,63.5%,82.2%,71.4%,0/2,3:04
1‑Jul‑2019,Wimbledon,Grass,R128,2,274,(3)Nadal d. (Q)Yuichi Sugita [JPN],6-3 6-1 6-3,Rafael Nadal,Yuichi Sugita,W,(ch),1.56,13.4%,2.4%,56.1%,78.3%,58.3%,4/5,2:01
27‑May‑2019,Roland Garros,Clay,F,2,4,(2)Nadal d. (4)Dominic Thiem [AUT],6-3 5-7 6-1 6-1,Rafael Nadal,Dominic Thiem,W,(ch),1.52,2.8%,0.0%,73.6%,73.1%,64.3%,4/6,3:01
27‑May‑2019,Roland Garros,Clay,SF,2,3,(2)Nadal d. (3)Roger Federer [SUI],6-3 6-4 6-2,Rafael Nadal,Roger Federer,W,(ch),1.39,3.4%,1.1%,81.8%,68.1%,56.3%,2/4,2:25
27‑May‑2019,Roland Garros,Clay,QF,2,7,(2)Nadal d. (7)Kei Nishikori [JPN],6-1 6-1 6-3,Rafael Nadal,Kei Nishikori,W,,1.78,4.3%,4.3%,72.5%,76.0%,52.6%,4/5,1:51
27‑May‑2019,Roland Garros,Clay,R16,2,78,(2)Nadal d. Juan Ignacio Londero [ARG],6-2 6-3 6-3,Rafael Nadal,Juan Ignacio Londero,W,,1.57,7.9%,1.3%,71.1%,74.1%,59.1%,4/5,2:13
27‑May‑2019,Roland Garros,Clay,R32,2,29,(2)Nadal d. (27)David Goffin [BEL],6-1 6-3 4-6 6-3,Rafael Nadal,David Goffin,W,,1.64,5.2%,5.2%,58.3%,78.6%,70.0%,1/2,2:49
27‑May‑2019,Roland Garros,Clay,R64,2,114,(2)Nadal d. (Q)Yannick Maden [GER],6-1 6-2 6-4,Rafael Nadal,Yannick Maden,W,,1.77,4.2%,4.2%,63.9%,73.9%,61.5%,0/2,2:09
27‑May‑2019,Roland Garros,Clay,R128,2,180,(2)Nadal d. (Q)Yannick Hanfmann [GER],6-2 6-1 6-3,Rafael Nadal,Yannick Hanfmann,W,,2.12,7.4%,2.9%,69.1%,83.0%,61.9%,4/4,1:57
13‑May‑2019,Rome Masters,Clay,F,2,1,(2)Nadal d. (1)Novak Djokovic [SRB],6-0 4-6 6-1,Rafael Nadal,Novak Djokovic,W,(ch),1.58,0.0%,0.0%,72.7%,72.9%,61.1%,1/2,2:25
13‑May‑2019,Rome Masters,Clay,SF,2,7,(2)Nadal d. (8)Stefanos Tsitsipas [GRE],6-3 6-4,Rafael Nadal,Stefanos Tsitsipas,W,(ch),1.41,1.7%,1.7%,59.3%,71.4%,79.2%,2/2,1:42
13‑May‑2019,Rome Masters,Clay,QF,2,38,(2)Nadal d. Fernando Verdasco [ESP],6-4 6-0,Rafael Nadal,Fernando Verdasco,W,,1.62,3.4%,1.7%,69.5%,75.6%,38.9%,8/9,1:38
13‑May‑2019,Rome Masters,Clay,R16,2,18,(2)Nadal d. (14)Nikoloz Basilashvili [GEO],6-1 6-0,Rafael Nadal,Nikoloz Basilashvili,W,,2.84,2.7%,2.7%,67.6%,80.0%,75.0%,1/1,1:02
13‑May‑2019,Rome Masters,Clay,R32,2,42,(2)Nadal d. Jeremy Chardy [FRA],6-0 6-1,Rafael Nadal,Jeremy Chardy,W,,2.29,2.6%,2.6%,64.1%,68.0%,85.7%,1/1,1:07
6‑May‑2019,Madrid Masters,Clay,SF,2,9,(8)Stefanos Tsitsipas [GRE] d. (2)Nadal,6-4 2-6 6-3,Rafael Nadal,Stefanos Tsitsipas,L,(ch),1.07,1.1%,1.1%,73.4%,59.4%,44.0%,8/14,2:34
6‑May‑2019,Madrid Masters,Clay,QF,2,34,(2)Nadal d. Stan Wawrinka [SUI],6-1 6-2,Rafael Nadal,Stan Wawrinka,W,,3.10,0.0%,0.0%,71.8%,78.6%,90.9%,0/0,1:08
6‑May‑2019,Madrid Masters,Clay,R16,2,37,(2)Nadal d. Frances Tiafoe [USA],6-3 6-4,Rafael Nadal,Frances Tiafoe,W,,2.02,11.8%,0.0%,64.7%,87.9%,66.7%,1/1,1:32
6‑May‑2019,Madrid Masters,Clay,R32,2,30,(2)Nadal d. (WC)Felix Auger Aliassime [CAN],6-3 6-3,Rafael Nadal,Felix Auger Aliassime,W,,1.91,4.4%,6.7%,71.1%,84.4%,53.8%,0/1,1:37
22‑Apr‑2019,Barcelona,Clay,SF,2,5,(3)Dominic Thiem [AUT] d. (1)Nadal,6-4 6-4,Rafael Nadal,Dominic Thiem,L,(ch),0.64,1.3%,6.3%,73.8%,64.4%,42.9%,10/12,2:04
22‑Apr‑2019,Barcelona,Clay,QF,2,51,(1)Nadal d. Jan Lennard Struff [GER],7-5 7-5,Rafael Nadal,Jan Lennard Struff,W,,1.51,5.1%,0.0%,74.6%,72.7%,86.7%,1/2,1:43
22‑Apr‑2019,Barcelona,Clay,R16,2,155,(1)Nadal d. (WC)David Ferrer [ESP],6-3 6-3,Rafael Nadal,David Ferrer,W,(ch),1.19,0.0%,1.6%,70.5%,65.1%,55.6%,4/5,1:56
22‑Apr‑2019,Barcelona,Clay,R32,2,63,(1)Nadal d. Leonardo Mayer [ARG],6-7(7) 6-4 6-2,Rafael Nadal,Leonardo Mayer,W,,1.28,1.1%,2.2%,64.8%,69.5%,68.8%,2/3,2:49
15‑Apr‑2019,Monte Carlo Masters,Clay,SF,2,18,(13)Fabio Fognini [ITA] d. (2)Nadal,6-4 6-2,Rafael Nadal,Fabio Fognini,L,(ch),0.73,0.0%,3.4%,69.5%,43.9%,38.9%,4/10,1:36
15‑Apr‑2019,Monte Carlo Masters,Clay,QF,2,35,(2)Nadal d. Guido Pella [ARG],7-6(1) 6-3,Rafael Nadal,Guido Pella,W,(ch),1.18,5.5%,4.1%,65.8%,58.3%,44.0%,8/13,2:20
15‑Apr‑2019,Monte Carlo Masters,Clay,R16,2,28,(2)Nadal d. Grigor Dimitrov [BUL],6-4 6-1,Rafael Nadal,Grigor Dimitrov,W,,1.39,1.7%,5.2%,55.2%,81.3%,46.2%,1/2,1:34
15‑Apr‑2019,Monte Carlo Masters,Clay,R32,2,22,(2)Nadal d. Roberto Bautista Agut [ESP],6-1 6-1,Rafael Nadal,Roberto Bautista Agut,W,,1.80,0.0%,6.4%,59.6%,64.3%,73.7%,5/5,1:16
4‑Mar‑2019,Indian Wells Masters,Hard,SF,2,4,(4)Roger Federer [SUI] d. (2)Nadal,W/O,Rafael Nadal,Roger Federer,L,,,,,,,,,
4‑Mar‑2019,Indian Wells Masters,Hard,QF,2,13,(2)Nadal d. (12)Karen Khachanov [RUS],7-6(2) 7-6(2),Rafael Nadal,Karen Khachanov,W,(ch),1.15,1.2%,3.6%,59.5%,76.0%,55.9%,4/6,2:16
4‑Mar‑2019,Indian Wells Masters,Hard,R16,2,113,(2)Nadal d. (Q)Filip Krajinovic [SRB],6-3 6-4,Rafael Nadal,Filip Krajinovic,W,,1.63,13.5%,0.0%,55.8%,69.0%,82.6%,0/1,1:26
4‑Mar‑2019,Indian Wells Masters,Hard,R32,2,26,(2)Nadal d. (25)Diego Schwartzman [ARG],6-3 6-1,Rafael Nadal,Diego Schwartzman,W,,2.15,7.0%,2.3%,62.8%,81.5%,68.8%,0/0,1:15
4‑Mar‑2019,Indian Wells Masters,Hard,R64,2,192,(2)Nadal d. (WC)Jared Donaldson [USA],6-1 6-1,Rafael Nadal,Jared Donaldson,W,,2.24,16.2%,8.1%,54.1%,85.0%,64.7%,0/0,1:12
25‑Feb‑2019,Acapulco,Hard,R16,2,72,Nick Kyrgios [AUS] d. (1)Nadal,3-6 7-6(2) 7-6(6),Rafael Nadal,Nick Kyrgios,L,(ch),1.36,7.6%,2.9%,61.0%,84.4%,63.4%,1/1,3:03
25‑Feb‑2019,Acapulco,Hard,R32,2,76,(1)Nadal d. Mischa Zverev [GER],6-3 6-3,Rafael Nadal,Mischa Zverev,W,(ch),1.40,5.4%,7.1%,53.6%,66.7%,73.1%,1/1,1:20
14‑Jan‑2019,Australian Open,Hard,F,2,1,(1)Novak Djokovic [SRB] d. (2)Nadal,6-3 6-2 6-3,Rafael Nadal,Novak Djokovic,L,(ch),0.42,4.1%,2.7%,64.4%,51.1%,61.5%,3/8,2:04
14‑Jan‑2019,Australian Open,Hard,SF,2,15,(2)Nadal d. (14)Stefanos Tsitsipas [GRE],6-2 6-4 6-0,Rafael Nadal,Stefanos Tsitsipas,W,(ch),2.35,8.2%,0.0%,65.6%,85.0%,71.4%,1/1,1:46
14‑Jan‑2019,Australian Open,Hard,QF,2,39,(2)Nadal d. Frances Tiafoe [USA],6-3 6-4 6-2,Rafael Nadal,Frances Tiafoe,W,(ch),1.76,14.3%,0.0%,74.0%,84.2%,60.0%,2/2,1:47
14‑Jan‑2019,Australian Open,Hard,R16,2,57,(2)Nadal d. Tomas Berdych [CZE],6-0 6-1 7-6(4),Rafael Nadal,Tomas Berdych,W,,1.77,6.2%,1.2%,69.1%,80.4%,64.0%,2/2,2:05
14‑Jan‑2019,Australian Open,Hard,R32,2,29,(2)Nadal d. (27)Alex De Minaur [AUS],6-1 6-2 6-4,Rafael Nadal,Alex De Minaur,W,,1.57,6.9%,6.9%,74.7%,81.5%,36.4%,4/4,2:22
14‑Jan‑2019,Australian Open,Hard,R64,2,48,(2)Nadal d. Matthew Ebden [AUS],6-3 6-2 6-2,Rafael Nadal,Matthew Ebden,W,,1.67,7.4%,4.9%,65.4%,81.1%,57.1%,4/4,1:56
14‑Jan‑2019,Australian Open,Hard,R128,2,237,(2)Nadal d. (WC)James Duckworth [AUS],6-4 6-3 7-5,Rafael Nadal,James Duckworth,W,,1.49,7.4%,2.5%,66.7%,74.1%,59.3%,1/3,2:15
27‑Aug‑2018,US Open,Hard,SF,1,3,(3)Juan Martin Del Potro [ARG] d. (1)Nadal,7-6(3) 6-2 RET,Rafael Nadal,Juan Martin Del Potro,L,(ch),0.79,5.6%,1.4%,74.6%,60.4%,38.9%,8/12,2:01
27‑Aug‑2018,US Open,Hard,QF,1,9,(1)Nadal d. (9)Dominic Thiem [AUT],0-6 6-4 7-5 6-7(4) 7-6(5),Rafael Nadal,Dominic Thiem,W,(ch),0.97,1.8%,2.4%,65.9%,67.3%,56.1%,7/13,4:49
27‑Aug‑2018,US Open,Hard,R16,1,37,(1)Nadal d. Nikoloz Basilashvili [GEO],6-3 6-3 6-7(6) 6-4,Rafael Nadal,Nikoloz Basilashvili,W,(ch),1.32,5.9%,2.5%,65.3%,75.3%,61.0%,5/7,3:19
27‑Aug‑2018,US Open,Hard,R32,1,26,(1)Nadal d. (27)Karen Khachanov [RUS],5-7 7-5 7-6(7) 7-6(3),Rafael Nadal,Karen Khachanov,W,(ch),1.14,0.0%,2.1%,61.8%,70.8%,61.8%,6/11,4:23
27‑Aug‑2018,US Open,Hard,R64,1,88,(1)Nadal d. Vasek Pospisil [CAN],6-3 6-4 6-2,Rafael Nadal,Vasek Pospisil,W,,1.75,6.7%,2.7%,73.3%,83.6%,50.0%,4/5,2:00
27‑Aug‑2018,US Open,Hard,R128,1,148,(1)Nadal d. David Ferrer [ESP],6-3 3-4 RET,Rafael Nadal,David Ferrer,W,,1.25,4.4%,6.7%,62.2%,71.4%,47.1%,1/3,1:23
6‑Aug‑2018,Canada Masters,Hard,F,1,27,(1)Nadal d. Stefanos Tsitsipas [GRE],6-2 7-6(4),Rafael Nadal,Stefanos Tsitsipas,W,(ch),1.76,7.0%,3.5%,56.1%,93.8%,60.0%,2/3,1:41
6‑Aug‑2018,Canada Masters,Hard,SF,1,38,(1)Nadal d. Karen Khachanov [RUS],7-6(3) 6-4,Rafael Nadal,Karen Khachanov,W,(ch),1.18,2.9%,1.4%,65.2%,71.1%,58.3%,0/1,1:49
6‑Aug‑2018,Canada Masters,Hard,QF,1,7,(1)Nadal d. (6)Marin Cilic [CRO],2-6 6-4 6-4,Rafael Nadal,Marin Cilic,W,,0.89,4.2%,4.2%,59.4%,71.9%,46.2%,11/14,2:19
6‑Aug‑2018,Canada Masters,Hard,R16,1,195,(1)Nadal d. (WC)Stan Wawrinka [SUI],7-5 7-6(4),Rafael Nadal,Stan Wawrinka,W,,1.34,2.8%,0.0%,62.0%,75.0%,63.0%,3/5,2:08
6‑Aug‑2018,Canada Masters,Hard,R32,1,55,(1)Nadal d. Benoit Paire [FRA],6-2 6-3,Rafael Nadal,Benoit Paire,W,,1.33,0.0%,2.0%,67.3%,57.6%,50.0%,2/5,1:14
2‑Jul‑2018,Wimbledon,Grass,SF,1,21,(12)Novak Djokovic [SRB] d. (2)Nadal,6-4 3-6 7-6(9) 3-6 10-8,Rafael Nadal,Novak Djokovic,L,(ch),0.89,4.3%,1.9%,71.4%,66.7%,56.7%,15/19,5:15
2‑Jul‑2018,Wimbledon,Grass,QF,1,4,(2)Nadal d. (5)Juan Martin Del Potro [ARG],7-5 6-7(7) 4-6 6-4 6-4,Rafael Nadal,Juan Martin Del Potro,W,(ch),1.16,1.8%,3.0%,69.9%,74.1%,62.0%,5/7,4:48
2‑Jul‑2018,Wimbledon,Grass,R16,1,93,(2)Nadal d. Jiri Vesely [CZE],6-3 6-3 6-4,Rafael Nadal,Jiri Vesely,W,,1.84,12.3%,1.4%,68.5%,78.0%,73.9%,0/1,1:53
2‑Jul‑2018,Wimbledon,Grass,R32,1,80,(2)Nadal d. Alex De Minaur [AUS],6-1 6-2 6-4,Rafael Nadal,Alex De Minaur,W,,1.77,6.6%,1.3%,57.9%,77.3%,71.9%,3/3,2:02
2‑Jul‑2018,Wimbledon,Grass,R64,1,77,(2)Nadal d. Mikhail Kukushkin [KAZ],6-4 6-3 6-4,Rafael Nadal,Mikhail Kukushkin,W,,1.29,5.0%,3.0%,66.3%,64.2%,70.6%,11/13,2:23
2‑Jul‑2018,Wimbledon,Grass,R128,1,127,(2)Nadal d. Dudi Sela [ISR],6-3 6-3 6-2,Rafael Nadal,Dudi Sela,W,,1.72,3.9%,5.3%,73.7%,78.6%,55.0%,3/4,1:50
28‑May‑2018,Roland Garros,Clay,F,1,8,(1)Nadal d. (7)Dominic Thiem [AUT],6-4 6-3 6-2,Rafael Nadal,Dominic Thiem,W,(ch),1.57,0.0%,3.7%,68.3%,82.1%,46.2%,2/3,2:42
28‑May‑2018,Roland Garros,Clay,SF,1,6,(1)Nadal d. (5)Juan Martin Del Potro [ARG],6-4 6-1 6-2,Rafael Nadal,Juan Martin Del Potro,W,(ch),1.48,0.0%,3.6%,61.4%,72.5%,65.6%,7/7,2:14
28‑May‑2018,Roland Garros,Clay,QF,1,12,(1)Nadal d. (11)Diego Schwartzman [ARG],4-6 6-3 6-2 6-2,Rafael Nadal,Diego Schwartzman,W,,1.26,0.8%,2.3%,57.4%,60.8%,54.5%,15/20,3:42
28‑May‑2018,Roland Garros,Clay,R16,1,70,(1)Nadal d. Maximilian Marterer [GER],6-3 6-2 7-6(4),Rafael Nadal,Maximilian Marterer,W,,1.40,4.4%,3.3%,65.9%,70.0%,61.3%,3/5,2:30
28‑May‑2018,Roland Garros,Clay,R32,1,32,(1)Nadal d. (27)Richard Gasquet [FRA],6-3 6-2 6-2,Rafael Nadal,Richard Gasquet,W,,2.40,4.8%,3.2%,61.9%,84.6%,70.8%,1/2,1:58
28‑May‑2018,Roland Garros,Clay,R64,1,78,(1)Nadal d. Guido Pella [ARG],6-2 6-1 6-1,Rafael Nadal,Guido Pella,W,,2.24,6.7%,5.0%,56.7%,85.3%,65.4%,4/4,2:03
28‑May‑2018,Roland Garros,Clay,R128,1,129,(1)Nadal d. (LL)Simone Bolelli [ITA],6-4 6-3 7-6(9),Rafael Nadal,Simone Bolelli,W,,1.31,1.8%,2.8%,57.8%,74.6%,58.7%,5/7,2:57
14‑May‑2018,Rome Masters,Clay,F,2,3,(1)Nadal d. (2)Alexander Zverev [GER],6-1 1-6 6-3,Rafael Nadal,Alexander Zverev,W,(ch),1.23,0.0%,1.4%,65.3%,57.4%,68.0%,7/11,2:09
14‑May‑2018,Rome Masters,Clay,SF,2,18,(1)Nadal d. (11)Novak Djokovic [SRB],7-6(4) 6-3,Rafael Nadal,Novak Djokovic,W,(ch),1.17,1.5%,3.1%,60.0%,64.1%,69.2%,2/3,1:56
14‑May‑2018,Rome Masters,Clay,QF,2,21,(1)Nadal d. Fabio Fognini [ITA],4-6 6-1 6-2,Rafael Nadal,Fabio Fognini,W,(ch),1.53,4.1%,1.4%,62.2%,76.1%,57.1%,3/5,2:14
14‑May‑2018,Rome Masters,Clay,R16,2,29,(1)Nadal d. Denis Shapovalov [CAN],6-4 6-1,Rafael Nadal,Denis Shapovalov,W,(ch),3.60,5.4%,2.7%,83.8%,90.3%,66.7%,0/0,1:22
14‑May‑2018,Rome Masters,Clay,R32,2,31,(1)Nadal d. Damir Dzumhur [BIH],6-1 6-0,Rafael Nadal,Damir Dzumhur,W,,2.50,0.0%,2.7%,67.6%,76.0%,75.0%,0/0,1:00
7‑May‑2018,Madrid Masters,Clay,QF,1,7,(5)Dominic Thiem [AUT] d. (1)Nadal,7-5 6-3,Rafael Nadal,Dominic Thiem,L,(ch),0.76,3.9%,2.6%,58.4%,64.4%,34.4%,7/12,1:56
